Date,Bank of America Corp,Boeing Co/The,Simon Property Group LP,Citigroup Inc,JPMorgan Chase & Co,International Business Machines Corp,Motorola Solutions Inc,Caterpillar Inc,Nestle SA (EUR),McDonald's Corp
20130710,83.518,30.011,42.474,79.682,63.023,29.85584580705495,68.0457441259616,40.711,20.882,10.212
20130711,82.867,28.701,42.702,78.701,62.033,30.273311138233296,68.1416576409894,40.48,20.461,10.347
20130712,216.80054575604916,52.36391618201955,41.563,143.80436184181744,93.53668867767534,30.115905146036035,66.9203652963039,77.08068517490418,20.411,10.21
20130715,76.866,35.165,42.049,75.691,56.691,18.27,40.653,38.043,20.25,10.312
20130716,73.864,30.733,43.7,73.701,56.009,18.107,39.664,37.709,20.464,10.208
20130717,221.62910267059837,31.063,41.721,150.33648567077168,96.55412909331227,17.275,39.02,37.709,20.468,10.209
20130718,70.973,53.55962791513995,43.385,68.366,50.847,17.277,39.772,75.62566981293881,19.761,9.88
20130719,68.218,56.34676434147844,40.047,68.036,51.837,29.610561881866534,67.61541194836065,77.45193658068337,19.252,10.285
20130722,67.52,29.909,38.265,66.25,48.93,30.752091830687856,68.19176502242759,77.1407218991444,19.056,10.211
20130723,238.34923637229454,31.564,38.305,153.97188286957524,99.76270725654499,37.89160663981819,43.652,77.06872911183318,19.002,10.264
20130724,383.59399999999977,29.645,37.704,252.03099999999745,152.0319999998955,44.40500000000009,42.643,77.93761171824234,18.78,10.209
20130725,243.1703804434917,58.208454774962334,36.711,159.8851259766733,100.67095059673882,44.639000000000564,48.066,77.87185319371116,18.881,10.209
20130726,247.93391604064692,60.38795668277015,37.714,159.3158733483668,100.5835572694602,19.589,52.697,78.06338525997273,18.69,10.208
20130729,70.678,60.33949844409179,37.203,69.856,52.177,18.88,52.389,77.79139605299396,19.398,10.198
20130730,75.001,60.223400232486384,36.714,71.185,52.847,18.897,52.395,78.15683617092297,19.339,10.046
20130731,78.66,97.35500000000029,37.046,74.825,51.842,39.96391947466116,102.89799999938903,123.91899999971109,18.076,10.21
20130801,77.945,98.27099999999972,37.047,73.787,51.735,40.53045253278111,102.89399999941294,126.18999999974443,17.835,10.266
20130802,468.11000000000024,100.18899999999978,37.181,320.12199999999984,179.9779999999631,33.31732770388699,88.10941617841122,131.26999999978088,17.611,10.287
20130805,73.336,63.13142262681987,37.045,68.844,45.11,32.592213785320666,67.99312620357351,84.53417961170673,17.216,10.261
20130806,73.336,63.47383646951003,37.21,70.894,45.379,33.190570520385485,104.28699999942667,85.64539349277818,17.27,9.878
20130807,286.8708880260013,62.395987722017864,37.377,186.3767980312666,110.57877733934131,40.92093958100145,102.2759999993771,84.96020318316145,18.098,10.21
20130808,471.0490000000003,100.47799999999972,37.211,307.84799999999996,173.6259999999526,18.617,46.333,137.09899999981943,16.707,10.318
20130809,456.84299999999996,100.97200000000012,37.443,281.491999999999,162.41499999992817,19.849,44.359,138.18699999982584,17.511,10.207
20130812,452.20099999999974,83.53876546620735,37.046,277.7759999999993,109.95463123995204,19.595,44.456,90.54521023991727,17.179,9.715
20130813,439.58599999999996,30.213,37.046,171.77944378177514,104.00165201208875,19.595,44.456,45.373,17.367,10.376
20130814,409.5579999999998,33.137,37.057,162.82725462054597,101.92516357970612,30.291854638816893,94.36300000000014,45.033,17.567,10.312
20130815,349.32455344308426,33.15,138.99599999984252,160.752153174595,103.50584897559081,20.157,44.001,45.368,17.612,10.275
20130816,343.06868722194713,31.886,92.6529886425208,164.76932362888368,102.78368428086728,20.117,43.997,45.698,18.002,10.211
20130819,350.55758432914405,32.471,38.497,170.30682966504213,106.09183117696281,29.816912067202562,43.714,46.21,18.339,10.21
20130820,347.1835462070281,32.714,38.498,171.27089415025233,104.29401567940198,43.52099999999998,94.21099999999986,46.466,18.536,10.212
20130821,409.6969999999998,32.714,137.62399999984189,271.5559999999986,148.30499999989294,44.630000000000045,96.55500000000008,46.034,18.014,25.206000000000582
20130822,404.4879999999997,33.373,137.4049999998441,263.39899999999903,147.17899999989092,45.02700000000048,96.76600000000016,46.369,18.193,25.678000000000385
20130823,407.82099999999997,95.99899999999997,91.55956431642767,272.1059999999992,149.51299999989823,46.28600000000057,98.08699999999969,46.368,18.453,17.416794737376193
20130826,405.87699999999967,61.9180223795447,89.50827836632817,275.11899999999935,149.032999999895,45.615000000000066,99.27400000000013,45.559,19.655,17.102645198433965
20130827,261.4031520911245,62.64503119919135,88.84135604413568,180.5919586711699,104.27264329896077,45.59900000000008,99.76800000000019,94.46776040081093,19.148,16.897260849060256
20130828,265.6075450814777,62.6878059259311,87.73371903983146,185.8530244949026,107.00809696128444,45.68100000000014,100.38599999939002,95.25295599291891,19.44,16.760936969344982
20130829,420.6589999999998,96.16199999999972,88.03512817537457,281.23399999999896,148.02899999988924,45.40499999999989,102.85399999943846,151.13899999990088,19.491,17.219350971596338
20130830,264.14864778598485,65.59965081961022,87.94754863417003,180.42409062441124,100.56748221621407,31.136617015460565,87.89009978643642,94.07872999342496,19.878,18.008547961320307
20130902,262.15121423511596,63.494433610662426,87.40011271522128,180.05815773573914,98.9327782814037,30.83648413002587,66.5286570931713,93.46411306570644,18.644,17.381631302472957
20130903,404.8759999999998,63.32649267254902,44.712,275.55699999999916,142.87599999987117,30.522066181537742,66.21528386773464,92.65785301779708,19.377,9.714
20130904,256.67141593310276,95.51200000000017,44.274,178.26246179303146,100.57929842663603,30.523403492030532,47.204,149.94699999990252,20.24,9.884
20130905,255.41749836683636,95.51200000000017,44.051,177.56188913442224,100.9473790511224,20.863,47.159,148.37999999990086,20.037,10.043
20130906,410.4640000000002,62.530998565841614,40.028,279.1269999999994,145.30399999988754,45.427,48.688,92.37364419720193,19.838,9.991
20130909,413.1350000000001,32.719,39.587,284.2209999999995,147.33699999989415,21.336,47.637,42.68,19.408,9.88
20130910,411.58999999999975,31.462,39.477,285.48999999999944,147.21599999989547,20.191,46.56,38.591,17.864,9.935
20130911,411.41200000000015,31.37,39.699,285.4759999999998,147.20699999989353,20.608,46.686,39.688,17.42,9.88
20130912,401.1940000000001,31.035,39.699,279.7149999999992,141.97499999987065,20.429,45.86,40.021,18.236,9.881
20130913,253.06726039789146,32.675,40.691,185.54276405312362,97.62873240804123,21.562,45.949,39.695,18.36,9.876
20130916,249.27369263951837,29.88,39.367,186.30969343175852,97.05215068622127,21.484,45.37,38.365,17.352,9.877
20130917,241.961302759479,29.394,38.68,182.0423948923711,94.46067460069773,21.482,45.031,37.724,17.925,9.518
20130918,234.77087046394936,28.399,35.371,177.3518280806305,93.31559877788912,20.645,44.008,38.006,18.084,9.634
20130919,60.198,27.088,34.365,52.537,49.872,20.472,43.673,36.746,16.737,9.547
20130920,60.651,93.19599999999964,34.693,53.363,50.346,45.41199999999998,96.04300000000036,136.43699999982712,18.546,10.042
20130923,62.196,27.563,31.108,56.035,52.665,45.08200000000045,96.28099999999979,40.023,19.405,10.045
20130924,64.586,28.092,31.852,59.666,57.338,45.082000000000434,101.01700000000032,41.426,17.264,10.044
20130925,63.513,27.642,30.847,58.016,55.026,30.82409032230607,67.97740791221361,40.368,17.47,10.043
20130926,64.049,27.104,30.848,57.787,55.021,30.83258567352652,68.68053861308304,41.853,17.274,10.374
20130927,64.506,26.686,30.634,59.652,56.688,23.272,45.669,38.979,18.724,10.042
20130930,67.817,26.216,29.355,61.989,57.35,23.23,46.989,38.043,19.368,10.042
20131001,305.54899999999964,26.545,30.732,225.5109999999937,126.38099999974109,23.654,46.989,38.392,18.784,10.042
20131002,291.20399999999927,25.208,29.257,212.63299999998938,119.80899999966888,29.4404850096356,69.00079380181494,37.917,18.529,10.042
20131003,293.9189999999999,25.541,30.678,218.4669999999914,122.73799999969982,29.36925771777519,68.7513202961032,37.761,17.993,10.478
20131004,289.5399999999992,23.906,30.127,216.42899999999062,121.41699999969023,20.622,40.713,36.372,16.639,10.044
20131007,279.2249999999995,23.57,30.18,214.30599999999012,121.73299999969413,20.464,40.96,36.537,17.007,10.374
20131008,277.4179999999989,23.543,30.172,219.6059999999919,123.6049999997167,19.412,41.82,36.702,17.542,10.592
20131009,287.0939999999994,23.041,28.935,231.08799999999525,127.81899999975661,17.611,41.104,36.555,18.132,10.21
20131010,281.26299999999964,22.602,29.85,229.58199999999422,127.7339999997579,17.719,40.774,35.654,18.319,10.374
20131011,265.4229999999986,22.054,27.871,219.6129999999918,121.73999999969945,17.637,40.99,36.197,15.858,10.563
20131014,266.9659999999988,22.267,95.18999999999996,218.65999999999175,122.57899999970834,17.632,40.677,34.701,15.673,22.740000000000148
20131015,249.91299999999794,23.044,28.35,208.06999999998754,114.87999999961869,17.633,40.678,34.014,28.093476005533255,10.591
20131016,248.28099999999736,22.539,28.666,205.29599999998615,110.45299999954545,37.20200000000002,100.70599999999973,32.913,28.614158665137257,10.379
20131017,245.748999999997,22.544,28.701,199.3559999999818,107.92299999948973,37.371000000000095,100.21600000000026,84.41800000000016,14.777,10.046
20131018,237.65299999999553,76.85199999999959,88.09099999999967,193.97199999997747,108.28799999949243,37.20700000000031,97.87500000000004,84.57199999999985,14.359,10.595
20131021,247.1069999999974,22.342,26.148,204.48199999998496,111.10499999954426,16.252,36.337,32.69,13.674,10.279
20131022,260.8079999999986,22.692,25.496,217.42099999999104,128.95099999975378,16.968,37.892,32.025,12.997,9.713
20131023,270.279999999999,20.548,24.562,226.00599999999312,131.7879999997753,16.887,39.194,33.39,13.039,9.843
20131024,286.8349999999993,20.204,25.191,247.16099999999727,130.85299999976857,26.34767400906791,90.37814393350321,34.208,27.012983125485768,9.669
20131025,287.9059999999992,49.42351970591028,24.47,249.66899999999725,130.51399999976505,18.652,40.655,60.12833600522803,13.912,15.508095995546585
20131028,294.4759999999992,19.216,23.829,245.97799999999734,124.43699999970823,19.266,40.324,32.034,12.997,8.696
20131029,282.90499999999923,20.207,25.002,238.63999999999612,120.58699999966359,20.592,39.72,32.36,12.639,15.293929383729393
20131030,281.71999999999906,20.207,23.708,236.65099999999543,122.59799999968885,20.444,38.84,32.103,12.959,15.549893843544371
20131031,276.17899999999895,19.535,25.3,232.38199999999463,119.93899999965907,19.551,38.839,30.94,12.886,15.748112440987649
20131101,281.3539999999992,20.205,25.189,245.53999999999655,118.97899999965503,19.523,38.891,33.033,12.723,15.942881180681637
20131104,278.37899999999934,20.206,25.141,244.84899999999683,118.17899999964543,19.542,39.064,33.033,12.265,16.523886661085633
20131105,274.16199999999907,20.212,25.193,239.34099999999603,119.06499999966064,19.327,41.318,32.538,13.813,15.819421986931205
20131106,177.27921849960606,19.534,24.861,152.5254921287106,82.4543032059305,19.284,41.761,33.898,13.647,15.879601725617887
20131107,169.69977086319935,19.535,24.863,145.52330307054794,80.5465527052295,18.0,40.829,32.331,12.546,15.51690622375982
20131108,166.6929730409821,44.55653827536913,24.778,141.54901716201127,79.61847366871531,19.605,41.987,32.376,12.629,15.303434077240624
20131111,164.53145820267306,43.61988508327522,24.809,137.82105430193454,78.4028964418095,19.562,42.047,32.277,12.674,15.30251809786471
20131112,163.89461639524777,43.31197247733764,26.694,136.21656995563248,77.93346135692121,18.279,40.012,31.775,13.351,15.303243375127721
20131113,177.28126802107477,20.105,27.356,141.8815081319091,82.73883863006982,18.281,40.013,31.207,13.659,14.92058999953818
20131114,186.54033994192216,20.05,26.914,151.06034000773144,86.37905105351354,18.281,40.178,30.877,12.933,15.271117783200522
20131115,178.68740024054125,19.823,29.36,144.97134656411455,83.23458362405366,18.28,39.724,30.206,25.72000436098208,15.12061910954716
20131118,268.8749999999992,20.068,29.027,218.06299999999095,111.65699999955204,17.94,39.34,28.536,12.497,15.345075127966874
20131119,264.9839999999988,18.537,28.412,217.0419999999909,103.17399999940044,17.941,38.668,28.153,12.828,14.931160681938493
20131120,263.0749999999987,17.867,28.519,220.15499999999224,103.18999999941067,18.203,38.667,28.315,12.799,14.95987041697141
20131121,252.29899999999785,17.867,28.637,213.80199999998993,102.58399999939917,18.473,37.172,27.539,12.078,14.77368469459172
20131122,233.07399999999504,17.046,29.675,203.4919999999846,97.8359999999997,18.731,37.314,29.508,11.438,14.507829782035888
20131125,223.53699999999296,17.584,29.028,196.7259999999804,95.92300000000009,17.719,36.786,27.41,11.261,14.637470189425546
20131126,206.9759999999868,17.542,28.688,187.59699999997247,96.14900000000011,20.845459725239806,58.63447156543965,27.081,11.47,14.676502312237718
20131127,201.13599999998337,41.3605550081273,28.469,183.2799999999676,94.15900000000029,20.715041746672917,57.540351286127596,50.59990750734787,10.245,14.521738150796155
20131128,203.85599999998473,40.740065266434264,56.8286793072863,189.7729999999749,95.9230000000001,21.40868063620772,57.63807844553115,51.402706206511766,10.119,14.802132496147438
20131129,197.41899999998094,40.7236376953454,74.59828703619844,184.26299999996854,94.32600000000032,19.753137796945236,55.310882908096865,50.227653668750264,27.114363446662814,21.487000000000254
20131202,213.70899999998994,40.726827063626715,29.357,195.47699999998028,95.81999999999992,19.666812032189355,55.68523126454681,50.57328309749256,10.8,15.407611730401891
20131203,215.53899999999032,17.379,27.422,198.71499999998207,97.84700000000032,15.236,35.992,27.522,10.748,14.71654684162866
20131204,201.27199999998427,17.384,27.37,191.51699999997706,90.62100000000011,14.932,36.313,27.523,10.982,14.986169341829513
20131205,205.42299999998698,17.383,28.228,190.4499999999766,90.9569999999999,14.603,34.663,27.564,11.318,7.207
20131206,216.3769999999913,17.383,29.58,193.18799999997873,94.32800000000012,14.995,35.055,27.856,10.979,6.704
20131209,233.16399999999535,16.713,29.299,198.4409999999829,97.87899999999995,15.264,34.658,25.862,10.637,6.873
20131210,229.21599999999464,17.687,28.809,198.51699999998294,95.82600000000033,14.02,35.978,25.858,10.743,6.781
20131211,232.86499999999506,16.718,29.194,203.06799999998515,96.66099999999967,14.819,34.11,54.41515891077042,32.0030000000003,6.872
20131212,52.111,16.379,26.871,47.036,45.034,14.367,34.093,25.192,27.49357584403863,6.374
20131213,52.169,16.379,26.685,47.19,45.191,14.483,33.159,25.192,27.490963388192096,6.872
20131216,51.917,16.338,28.356,46.855,44.527,14.138,33.654,23.876,10.392,6.872
20131217,51.242,16.207,29.358,47.027,46.636,14.137,33.316,23.541,26.2653936214359,6.704
20131218,51.014,16.204,27.798,48.019,45.19,21.587123178262818,55.93011386098418,23.864,27.985572626359637,6.87
20131219,48.702,16.194,29.21,47.971,45.992,22.805055249813265,57.079056666746744,23.194,9.543,6.374
20131220,284.97099999999966,16.002,28.699,266.53699999999856,113.0819999996191,25.578181813981764,56.483144262362856,24.275,9.917,6.691
20131223,262.48099999999863,16.203,28.443,245.53799999999703,107.12699999953561,22.110119736425307,56.8051213110536,24.373,9.959,6.665
20131224,276.0079999999995,16.202,28.446,255.2529999999982,108.4649999995665,22.396898380965723,56.878005019979376,25.981,9.953,6.668
20131225,272.11399999999867,40.15307639646366,60.37627489022629,252.01599999999786,109.7999999995867,21.46281551319949,56.51748728751078,57.87678764380703,28.123226949693624,14.399926424235234
20131226,266.38199999999875,62.85099999999992,59.60555353240114,240.30199999999687,108.95299999957761,22.273523850941768,55.96048457001246,56.29607512349821,27.78591962845049,14.213089874357983
20131227,48.524,63.18100000000017,60.744596717979626,45.521,43.531,22.340996059989305,56.70435713621009,87.97999999999999,27.977762227434294,20.78100000000023
20131230,48.192,63.18299999999994,60.14648612231466,45.412,43.418,21.907891256820804,56.542954339310434,56.65224008610677,9.917,13.862656572968696
20131231,48.192,39.40142642786483,60.21086533360617,45.412,43.417,22.07185622360497,56.545131136040204,56.46300628786883,9.795,13.710027643282395
20140101,274.999999999999,40.14716867834082,60.00730781671553,252.78499999999752,111.00299999960956,22.397423244028513,57.00034916595079,57.28683535269321,29.02429502597854,14.690006336154038
20140102,49.03,39.9305337027564,60.33249514709215,43.571,41.354,12.316,31.984,56.369898617494854,33.201000000000164,14.78310636265216
20140103,48.748,38.54648990083852,59.56104981616409,43.847,41.702,13.081,31.647,53.658014999454686,32.79200000000039,14.387002450758118
20140106,50.675,37.44622143235839,28.86,44.012,41.349,13.079,31.416,53.174998878522814,9.947,6.709
20140107,48.851,37.82127503174107,27.709,44.168,41.51,12.094,30.984,52.6374413067782,32.143999999999856,7.045
20140108,264.70799999999855,37.93384325044733,57.775305174780584,234.23499999999584,107.61699999956059,21.227435391131003,54.45963313375036,53.01511352507677,10.536,14.826081652911512
20140109,259.51699999999846,38.00440381444297,56.881818477516994,227.16599999999443,104.40399999950601,21.307240066296135,53.83512913607456,52.87561590636814,28.05291349618631,14.169433308530103
20140110,50.016,15.646,28.917,44.702,43.683,13.754,32.978,23.526,28.195916557470657,6.711
20140113,48.377,15.236,28.86,43.4,42.363,14.082,34.064,22.702,10.616,6.71
20140114,48.525,15.33,29.024,44.207,42.18,14.259,33.537,23.836,10.866,6.708
20140115,47.87,15.699,29.024,43.21,41.529,15.749,34.306,22.836,10.398,6.027
20140116,49.363,60.46300000000013,29.026,44.708,42.688,15.091,34.505,22.522,10.256,5.753
20140117,49.368,62.470999999999904,28.745,44.713,42.692,14.114,34.786,22.199,28.71500766276497,5.996
20140120,49.388,39.300614454293246,29.032,44.735,42.727,22.6518959748047,34.754,22.504,10.791,13.75364691300743
20140121,51.687,40.62086696097699,29.027,45.702,44.346,14.124,34.574,59.06639164731943,10.726,6.042
20140122,48.874,41.36487156329931,27.692,44.529,42.528,14.757,35.34,66.6331766079561,29.41405877835759,5.748
20140123,51.194,42.5190264048652,27.699,48.514,44.848,15.052,39.317,67.24695633196585,12.022,17.345246367900838
20140124,55.35,16.462,28.026,52.681,46.358,15.82,39.762,27.859,12.431,17.73888000312083
20140127,58.657,16.571,28.077,59.002,50.009,16.721,63.951930106980775,29.529,11.538,6.7
20140128,60.675,15.907,27.842,57.352,48.684,16.902,39.841,28.07,11.484,6.039
20140129,61.673,14.587,27.694,59.009,47.687,16.765,40.328,27.535,11.942,6.325
20140130,61.179,16.923,27.695,59.352,48.013,17.064,40.286,27.871,11.988,8.365
20140131,60.516,15.155,27.925,62.003,48.008,17.079,40.318,27.524,13.525,7.704
20140203,59.866,16.805,27.694,62.692,48.363,17.602,39.841,27.424,13.289,8.703
20140204,62.855,16.21,29.036,63.687,49.028,17.632,39.849,27.542,13.028,8.582
20140205,60.849,15.865,29.023,60.352,47.355,17.926,40.006,26.431,13.025,8.702
20140206,57.525,16.863,29.024,57.693,44.363,18.587,40.997,26.531,12.939,7.986
20140207,57.174,16.209,29.025,58.006,45.341,17.852,39.956,24.648,12.912,8.157
20140210,54.177,16.074,29.023,57.334,44.841,15.905,38.046,23.872,13.02,8.042
20140211,52.682,15.701,29.027,53.024,42.524,16.929,37.338,22.637,35.78599999999998,8.235
20140212,51.188,16.364,29.024,52.351,43.512,16.921,36.671,23.52,12.875,8.245
20140213,49.369,16.364,27.697,53.681,42.517,16.55,35.862,23.474,13.19,8.047
20140214,49.701,16.364,27.583,53.305,42.351,39.78400000000004,96.53800000000018,23.47,13.043,8.356
20140217,49.688,16.317,27.451,52.167,42.461,39.17499999999998,96.52199999999978,23.424,13.116,8.365
20140218,47.54,16.217,27.696,50.702,40.194,38.86600000000053,96.80100000000037,23.511,35.80399999999995,8.2
20140219,49.023,16.412,27.695,52.441,41.269,25.350824757036534,62.0967874564754,23.092,35.43799999999994,7.702
20140220,49.68,16.679,27.592,53.024,41.176,24.980862069962747,62.0673939827614,24.171,35.80399999999996,8.046
20140221,48.686,16.84,27.201,53.682,41.509,25.238516149452323,61.35802892862905,23.011,31.010227506842433,8.485
20140224,45.861,16.192,27.695,51.026,38.696,15.433,33.542,23.829,12.61,8.574
20140225,45.526,70.56700000000006,27.696,50.357,39.357,16.514,33.313,122.8749999997167,12.725,8.706
20140226,46.184,16.73,27.695,49.697,39.362,16.413,33.977,22.537,12.451,8.705
20140227,43.704,17.015,27.696,50.54,40.37,16.419,33.972,21.924,12.73,7.716
20140228,46.344,17.015,27.693,53.675,41.015,15.772,32.478,21.874,12.824,7.999
20140303,45.772,17.015,27.695,51.695,40.526,16.418,33.311,20.918,12.88,7.714
20140304,44.037,17.029,27.694,54.326,42.009,15.979,32.505,20.545,31.1132016749521,8.044
20140305,43.699,15.374,27.695,51.022,39.365,16.088,32.48,19.207,12.657,8.229
20140306,42.704,17.684,27.45,49.367,38.375,24.577929320073626,64.55722748106912,20.528,12.483,8.044
20140307,44.355,17.684,27.695,51.017,40.025,36.88800000000048,64.50904318246134,20.049,12.464,8.361
20140310,43.689,17.698,27.694,51.672,39.352,24.682989500983524,64.83054039092215,21.535,12.699,8.079
20140311,44.359,71.27899999999967,27.694,51.027,38.032,14.931,31.132,120.67799999970465,12.592,8.222
20140312,45.355,69.94399999999972,27.696,53.342,41.18,15.636,31.314,117.29799999966166,13.008,8.465
20140313,48.509,44.09828052760592,27.694,56.338,43.679,16.079,31.632,27.367,13.181,8.208
20140314,47.682,19.456,27.692,56.009,43.013,16.057,30.761,28.209,13.206,8.206
20140317,46.352,18.529,27.692,55.008,41.019,17.088,31.638,27.55,13.006,8.371
20140318,44.359,17.529,27.198,52.69,40.025,16.425,31.207,27.141,13.006,8.703
20140319,45.679,17.199,27.695,54.005,41.671,17.409,31.966,26.202,13.382,8.705
20140320,43.709,17.199,27.693,51.035,39.031,16.507,30.96,26.172,13.224,8.703
20140321,45.393,18.527,27.696,51.792,39.531,17.187,32.473,27.498,13.252,8.706
20140324,43.358,18.527,27.693,50.021,38.36,16.429,31.817,26.86,13.04,8.372
20140325,41.699,18.527,28.688,49.027,37.031,17.419,32.642,26.521,12.994,8.208
20140326,42.539,18.872,27.866,50.265,37.262,16.598,32.15,26.364,13.186,8.706
20140327,43.353,20.034,28.031,51.358,37.705,16.933,32.48,25.812,13.102,8.845
20140328,43.028,19.535,28.028,52.84,37.191,17.101,33.146,24.869,13.102,9.032
20140331,42.366,20.19,27.028,50.693,36.359,18.099,32.096,24.141,13.017,9.035
20140401,40.696,18.973,26.803,48.484,35.369,17.429,31.651,23.538,12.853,8.209
20140402,40.36,18.862,25.524,48.77,35.148,17.162,31.575,23.643,30.783612591330304,8.703
20140403,40.855,18.518,24.372,48.843,35.186,17.271,29.971,23.865,30.514878039865472,8.707
20140404,40.357,18.526,24.371,48.024,35.358,16.775,34.979,23.444,30.958087560003253,8.705
20140407,42.36,18.244,26.186,48.7,36.703,17.093,29.326,22.786,13.416,8.376
20140408,43.525,18.192,23.877,49.699,37.701,16.434,29.65,22.564,13.41,8.377
20140409,43.021,18.182,24.811,49.028,36.694,18.755,30.968,22.219,34.81000000000055,8.706
20140410,42.69,19.125,26.02,48.026,36.704,18.591,30.653,20.243,34.602,8.705
20140411,43.515,18.497,62.25239453141761,49.345,38.197,18.736,30.787,21.048,30.060509577736507,18.72459623484255
20140414,44.51,18.82,63.09670600685905,50.197,39.694,18.989,31.29,21.872,13.814,18.030100700845537
20140415,43.919,19.567,60.82811391941004,49.234,38.861,25.19080956428225,63.539153054235605,21.533,29.36250913870538,18.125745661761343
20140416,43.358,18.159,26.026,47.699,38.365,24.428554654283264,62.86328803299179,21.533,28.090827248829992,8.709
20140417,43.35,18.156,24.699,47.358,38.357,24.211653588694745,61.47072069633876,21.196,13.904,8.704
20140418,43.341,18.154,24.693,47.038,38.356,24.195691261316963,60.72064766205494,21.213,13.979,8.726
20140421,43.676,18.157,24.971,47.35,39.018,23.966228755248633,59.74318276503689,21.2,14.009,8.706
20140422,41.029,17.825,24.879,44.702,36.705,23.66086286984596,61.18403565191452,19.875,13.608,8.71
20140423,41.186,17.165,24.54,44.692,36.695,19.252,33.429,20.2,13.145,8.708
20140424,41.687,17.49,23.822,45.026,36.695,19.673,35.641,18.803,13.458,9.041
20140425,42.047,17.49,24.758,45.686,37.024,19.433,34.98,19.886,13.653,9.37
20140428,43.473,18.151,24.869,46.025,36.694,20.101,35.823,20.201,12.286,9.371
20140429,44.853,18.481,26.025,45.36,37.029,20.437,36.319,20.202,13.869,9.316
20140430,45.018,60.817999999999756,24.542,46.02,37.024,20.458,36.316,61.28954244995566,11.963,9.375
20140501,44.314,39.12184151842615,24.869,44.878,35.865,23.39383695276909,57.201482709213295,60.72153862920621,11.9,8.876
20140502,42.247,39.020891045733926,24.593,44.628,35.363,23.34985154033531,57.33568949638198,61.58053162336785,11.974,9.317
20140505,43.519,16.117,24.869,45.361,35.527,20.437,36.987,19.267,11.966,8.982
20140506,43.845,16.945,24.539,46.022,36.188,20.436,36.986,19.731,13.268,9.371
20140507,43.515,16.538,25.043,45.362,35.814,20.102,37.152,19.868,28.237630262142794,9.426
20140508,43.352,16.538,24.042,45.026,35.695,20.695,35.684,19.868,28.212435063175064,9.372
20140509,43.352,16.538,24.041,45.361,36.025,20.774,36.986,19.659,28.282889507972587,9.371
20140512,43.366,16.538,23.211,45.471,35.647,20.439,36.986,20.201,12.993,9.371
20140513,42.796,16.538,23.215,44.417,35.586,20.607,36.753,20.457,12.993,9.426
20140514,43.353,17.342,23.214,44.362,35.858,20.775,37.317,19.647,12.995,9.372
20140515,42.685,16.209,20.385,44.364,35.033,20.437,37.645,20.622,13.482,9.336
20140516,43.523,16.869,23.686,44.364,35.363,20.423,38.313,20.207,13.171,9.369
20140519,44.351,16.873,22.372,45.025,36.023,20.555,54.77923364963673,20.623,13.227,9.371
20140520,45.47,16.874,22.373,45.809,36.353,24.952987842217794,54.668127432576924,20.202,13.536,9.372
20140521,45.852,16.874,22.262,45.69,36.856,24.74735976392172,69.40854966584135,21.616,13.784,9.37
20140522,46.416,16.874,22.036,45.857,36.755,24.59244026983061,69.4895469197085,20.87,31.063000000000326,9.369
20140523,46.086,17.089,22.372,45.526,36.754,23.549689228113873,67.87397216374524,21.034,26.857494784463004,8.38
20140526,46.074,16.766,56.621873921120155,45.541,36.751,22.815044420968828,66.4038780042282,21.019,12.313,9.382
20140527,45.422,16.767,22.476,44.862,36.425,23.450664431501313,51.23829669725853,21.021,11.783,8.874
20140528,45.254,16.539,21.705,44.427,36.257,20.43,38.999,21.617,12.209,9.369
20140529,45.416,16.205,21.706,43.958,36.057,19.77,38.001,21.617,29.720000000000553,9.369
20140530,44.348,15.875,21.911,43.688,36.057,21.59,39.141,21.204,25.709317029929633,9.313
20140602,44.018,15.875,20.626,43.358,35.727,20.787,40.14,20.537,11.296,9.368
20140603,44.348,15.541,20.201,43.689,36.057,20.769,37.659,20.537,30.481000000000574,9.371
20140604,45.338,37.429525280430035,19.87,43.681,37.047,19.613,37.497,58.31766123030354,11.009,9.503
20140605,43.023,37.80483782595977,20.206,41.696,35.198,20.094,37.42,58.971012622895785,10.743,9.042
20140606,40.036,38.00608602174192,19.378,38.707,31.806,19.757,83.11499999999992,59.88289143298905,10.047,9.04
20140609,39.18,15.314,20.377,37.683,31.446,18.775,34.831,19.881,11.046,9.039
20140610,39.27,15.149,19.869,37.941,31.843,18.857,34.743,19.36,11.04,9.039
20140611,38.615,15.316,20.372,36.621,31.357,18.858,34.414,19.632,26.946378219662,9.041
20140612,38.406,15.534,20.204,36.828,30.812,19.428,33.1,19.21,27.037093987312062,8.381
20140613,38.853,15.316,20.201,37.158,31.688,19.422,33.427,19.21,27.04223476062584,9.037
20140616,39.853,15.316,20.199,38.019,32.222,19.26,56.58438685822616,19.21,10.817,9.034
20140617,39.758,13.714,20.201,37.69,31.892,30.086794988215544,56.934180599745034,17.377,26.668898081877817,8.377
20140618,39.966,15.034,20.202,37.465,32.1,34.38900000000015,86.1430000000001,18.2,27.070751545808417,8.906
20140619,38.428,14.734,19.874,36.365,29.768,35.03699999999992,86.36599999999986,18.465,10.567,8.71
20140620,39.016,15.199,19.625,38.091,30.848,25.845112051742493,58.427139142313194,18.298,10.76,8.77
20140623,38.256,15.198,19.193,38.356,30.856,18.419,33.971,18.513,10.652,9.034
20140624,38.256,34.59002852262269,19.194,37.692,31.019,18.419,34.631,55.54113599522808,30.766000000000183,9.034
