Date,Bank of America Corp,Boeing Co/The,Simon Property Group LP,Citigroup Inc,JPMorgan Chase & Co,International Business Machines Corp,Motorola Solutions Inc,Caterpillar Inc,Nestle SA (EUR),McDonald's Corp
20070712,13.35,17.6670000000002,34.50000000000025,10.979,12.917,8.375,24.586,20.0,4.05,32.83299999999971
20070713,13.845,17.750000000000114,38.99999999999999,10.813,14.0,8.125,23.985,19.66700000000006,4.125,33.250000000000284
20070716,14.043,17.874999999999908,38.99999999999998,10.813,14.875,8.25,23.066,18.83300000000007,3.875,32.874999999999964
20070717,14.076,17.999999999999865,40.00000000000022,13.269,15.155,8.25,23.066,19.24999999999989,4.168,31.250000000000053
20070718,14.934,17.6670000000002,40.00000000000022,10.888,15.813,8.375,25.129,19.249999999999893,4.168,32.333000000000304
20070719,15.576,17.6670000000002,40.00000000000022,11.988,16.417,8.875,26.637,19.24999999999989,4.168,31.749999999999822
20070720,16.797,17.999999999999865,40.21299999999995,12.238,16.667,8.875,27.269,18.969999999999764,4.0,32.53299999999983
20070723,17.203,18.374999999999716,39.40999999999969,15.891,19.188,17.004999999999786,23.747171728607945,19.349999999999948,4.835,32.835000000000164
20070724,15.67,18.374999999999716,40.31499999999984,12.688,19.425,9.25,26.764,18.966999999999878,4.632,32.856999999999736
20070725,17.127,18.167000000000186,40.18699999999979,13.413,21.688,9.75,26.934,18.950000000000166,4.5,32.843000000000174
20070726,26.137,17.833000000000112,38.76300000000031,19.938,25.575,14.75,32.738,18.640000000000178,4.668,33.60200000000031
20070727,26.104,17.124999999999797,38.1629999999997,20.388,31.059,16.25,30.058,18.95799999999996,5.75,33.8330000000003
20070730,25.51,17.624999999999886,39.412999999999975,20.088,32.363,17.375,34.787,19.455000000000418,6.516,34.37000000000042
20070731,23.147,18.167000000000186,42.434999999999974,17.913,26.563,15.875,30.853,19.500000000000043,6.4,34.49000000000011
20070801,21.0,19.000000000000338,43.84000000000013,19.744,26.696,16.875,31.523,19.760000000000193,6.75,34.630000000000145
20070802,20.604,17.313000000000123,43.586999999999925,15.538,26.838,16.0,30.744,19.500000000000043,6.268,34.575999999999674
20070803,21.264,18.16700000000019,43.58200000000005,15.988,26.888,16.0,30.074,19.500000000000046,6.342,34.77200000000001
20070806,26.094,18.167000000000186,44.73800000000017,25.305,28.478,18.26499999999994,25.35000000000055,19.37000000000003,6.143,34.42000000000039
20070807,25.901,18.167000000000186,44.72499999999997,20.538,29.038,14.5,28.48,19.37000000000003,5.746,34.409999999999755
20070808,20.637,17.87500000000058,41.11300000000013,25.528,26.15,13.5,27.81,19.425000000000278,6.027,33.94299999999965
20070809,22.358,17.33299999999996,41.363000000000035,20.833,29.993,11.75,18.361,19.032000000000426,6.487,33.4279999999998
20070810,27.566,17.500000000000025,43.06200000000036,28.196,28.696,12.25,17.691,19.272999999999918,6.721,33.212000000000366
20070813,26.647,17.62499999999989,40.47900000000019,23.112,32.617,11.0,16.592,19.11799999999996,6.655,33.26100000000014
20070814,26.581,18.08300000000009,42.14700000000023,27.14,27.838,11.5,16.592,19.50000000000004,6.571,32.85699999999974
20070815,26.977,18.000000000000536,39.737999999999694,28.442,29.135,15.934789261974379,23.46683979971871,19.357999999999805,7.32,33.11600000000044
20070816,27.873,18.12499999999994,39.48100000000043,29.998,29.465,18.337000000000096,26.49999999999968,19.354999999999954,8.0,32.8650000000003
20070817,27.416,17.99999999999986,41.30799999999968,25.881,37.101,15.75,18.696,19.500000000000043,7.668,32.49000000000008
20070820,27.459,17.833000000000112,40.97199999999995,28.467,25.754,15.602714605500502,23.152700087740715,19.167000000000073,6.995,32.71800000000016
20070821,26.162,17.667000000000204,40.9679999999999,24.604,24.609,12.5,15.863,19.167000000000076,6.995,32.7160000000002
20070822,23.586,17.500000000000032,38.97300000000011,22.452,22.221,12.0,15.863,19.338000000000054,7.333,32.34300000000007
20070823,22.053,17.624999999999893,38.73300000000025,20.919,20.381,17.822999999999855,25.55499999999996,18.960000000000182,6.932,31.754999999999892
20070824,22.114,17.874999999999904,38.23400000000001,21.018,20.81,18.153000000000297,25.222000000000136,18.83300000000007,7.099,31.666999999999966
20070827,21.449,17.667000000000204,38.305000000000184,20.853,20.381,15.365148357656716,21.134296595070534,19.000000000000338,9.313000000000372,31.658000000000406
20070828,22.411,18.167000000000186,38.2979999999999,21.777,20.843,15.407511815937124,21.93981210478115,18.96800000000006,6.566,31.338000000000306
20070829,22.576,18.500000000000405,38.635000000000105,18.95,30.985,14.25,19.597,18.467000000000194,6.932,30.69499999999994
20070830,23.439,17.750000000000114,37.471000000000274,16.057,32.452,14.25,21.896,18.84800000000009,7.602,31.087000000000437
20070831,25.32,9.005,41.962,23.295,24.945,14.5,21.632,13.307,7.434,13.402
20070903,24.726,17.874999999999904,36.905000000000406,22.998,23.955,16.228388535172257,21.074265123137472,17.874999999999904,7.434,30.74299999999975
20070904,24.495,17.8749999999999,41.467,24.267,24.153,15.0,21.5,17.87300000000012,7.434,30.732999999999958
20070905,24.528,17.8749999999999,41.467,23.828,24.318,15.0,21.533,17.87300000000012,7.602,30.690000000000538
20070906,25.914,17.874999999999904,41.5,24.125,22.333,15.0,21.566,17.86499999999999,9.163,30.703000000000024
20070907,27.688,17.875000000000572,41.071,26.668,26.818,16.0,23.967,17.86300000000008,10.536,30.466999999999818
20070910,27.853,18.333000000000297,36.533000000000015,23.736,36.231,19.136,25.442,17.813000000000198,11.566,31.093000000000234
20070911,27.721,10.729,41.5,25.667,26.889,18.091,25.177,14.142,11.368,14.071
20070912,27.667,10.729,41.665,26.668,23.667,16.5,25.429,14.142,10.599,30.13499999999984
20070913,27.061,11.297,44.208,17.515,33.139,15.583,24.662,13.873,9.964,13.928
20070914,27.589,10.762,43.203,16.848,34.465,15.333,25.203,13.873,9.696,14.401
20070917,26.589,17.667000000000204,35.62500000000023,24.47,25.983,15.776168645632277,22.480002985285726,17.73700000000005,10.467,29.715000000000025
20070918,26.028,17.25000000000033,40.987,23.183,24.531,14.675,24.863,17.900000000000418,9.531,29.8030000000003
20070919,18.546,17.874999999999904,38.977,18.792,17.866,14.34,22.183,18.417999999999907,9.604,30.41000000000034
20070920,18.206,9.744,35.5440000000003,14.231,22.57,14.53,23.291,12.076,9.835,13.267
20070921,17.904,9.744,35.63000000000037,16.942,16.186,14.53,23.291,12.076,9.703,13.267
20070924,13.243671507855918,16.500000000000163,35.78499999999969,13.2148302000537,20.374567018923134,15.467141521946198,22.43690517872106,18.1070000000002,8.495,30.28800000000015
20070925,19.574,10.49,35.1150000000004,21.655,23.766,14.464,21.099,11.774,9.064,14.553
20070926,19.777,10.49,35.34999999999979,20.041,18.79,14.464,20.764,11.439,9.901,14.553
20070927,19.574,16.50000000000016,34.77300000000022,19.772,19.356,13.959,22.259,18.096999999999905,10.203,30.778000000000482
20070928,19.843,11.323,34.14900000000032,15.141,22.168,13.914,23.179,12.198,10.236,13.784
20071001,13.625405858946795,16.332999999999924,34.69999999999999,13.340103246071749,20.366859261573254,17.176000000000336,23.247000000000146,16.853000000000584,9.898,30.773000000000042
20071002,20.485,11.965,34.532999999999966,14.609,20.437,13.992,22.595,13.198,9.231,13.812
20071003,19.32,12.493,33.78299999999986,14.279,21.239,13.893,22.762,13.764,9.734,14.274
20071004,19.386,13.015,33.77899999999985,18.664,20.57,14.381,22.733,14.907,8.599,14.677
20071005,18.089,12.784,33.77899999999985,16.494,19.82,13.817,22.7,14.951,8.967,13.881
20071008,16.38867806735634,16.75000000000023,33.520000000000024,13.896988531905405,19.441434624510947,15.140119126892488,24.599999999999625,17.756999999999767,8.835,27.115000000000098
20071009,16.495,12.256,33.524999999999785,15.91,18.533,13.883,22.535,14.621,8.934,13.617
20071010,15.495,12.282,33.40900000000015,14.988,17.228,11.472,21.454,13.798,7.67,13.716
20071011,15.16,12.109,34.035,13.574,16.947,11.076,19.17,13.595,7.637,13.716
20071012,14.759,13.009,33.57199999999995,13.959,19.971,10.52,18.31,13.781,7.67,12.879
20071015,15.423520319115493,15.083000000000228,33.57299999999979,14.399,16.429,16.938000000000436,23.099999999999692,17.58300000000028,7.838,24.065000000000023
20071016,17.333,13.178,32.816000000000194,16.764,21.769,11.115,20.658,15.59,7.0,13.709
20071017,18.107,14.493,32.82800000000024,19.653,21.885,14.355,20.629,15.135,8.033,12.919
20071018,20.726,15.237,30.577766725390752,22.424,19.36,13.678,21.362,15.548,8.066,13.249
20071019,22.716,15.462,33.46000000000007,26.005,22.904,13.816,22.214,15.751,8.033,13.812
20071022,18.646347512603672,15.749999999999911,30.889955167700904,31.964,24.541,13.502077700948002,20.51228738206211,17.323000000000103,8.267,17.79529705663758
20071023,24.835,17.619,30.33355609981229,27.86,23.143,12.857,22.07,17.319,7.802,14.491
20071024,20.957,18.094,29.997052341135824,27.45,22.579,13.608,22.221,19.823,7.967,15.264
20071025,23.127,15.582999999999865,30.724185953755644,37.703,23.965,13.61957211232393,20.747673690831647,16.993000000000166,7.533,17.18008685576773
20071026,24.229,15.749999999999913,32.82299999999986,44.302,24.041,15.351138701994628,20.573320814592027,17.3270000000002,7.901,21.46000000000044
20071029,20.550308733453242,13.55361200544869,29.760503377166607,36.023,32.349,13.736757202129338,20.662077123620428,15.39875241226669,7.802,17.128959039838993
20071030,24.475,17.541,29.866914736932898,27.549,22.808,12.781,23.894,19.738,7.901,15.766
20071031,25.648,17.541,29.802197569207255,45.783,30.633,11.861,23.286,18.836,7.967,14.971
20071101,26.62,18.003,29.13488713501228,54.045,26.67,13.46,26.652,19.31,8.302,16.785
20071102,29.196,16.519,31.70299999999996,38.687,28.897,13.876,27.658,19.652,9.972,16.686
20071105,17.73918293415907,15.25000000000056,29.77397874675745,63.168,31.597,13.302664176563416,19.288709365127787,17.255000000000383,10.774,16.318808199293404
20071106,34.191,16.875,29.554056270825452,43.715,30.349,12.594,28.793,20.113,10.373,16.889
20071107,36.283,17.615,30.985999999999827,47.259,35.165,13.538,30.328,19.888,9.736,16.521
20071108,37.133,17.615,30.98099999999982,47.816,41.643,13.538,30.328,20.558,10.873,16.521
20071109,38.242,18.373,30.58300000000015,65.224,51.303,14.468,32.813,21.467,10.17,16.674
20071112,14.742893593125872,12.90845346907366,30.589000000000254,13.103839737980145,18.062637724013268,14.159259716344042,18.73826520505016,14.41566939086676,10.404,18.535895372058928
20071113,36.597,18.212,30.083000000000236,46.445,33.404,15.386,34.245,21.993,10.404,17.106
20071114,35.384,18.505,30.097999999999818,43.964,32.199,14.921,33.244,22.29,10.541,16.295
20071115,32.054,18.505,30.027000000000196,42.415,31.552,14.921,33.244,22.29,10.833,16.295
20071116,34.047,18.279,30.025000000000492,62.541,42.372,15.454,33.597,20.577,11.465,15.409
20071119,14.367538238549418,13.102882885799803,29.417000000000275,47.596,35.23,14.13192639691904,18.36461270715022,14.181792102928744,15.005,17.875597076210298
20071120,34.699,17.19,29.417000000000275,53.925,36.657,15.904,37.031,21.922,14.713,16.105
20071121,36.808,17.525,28.85499999999975,56.598,37.869,15.904,37.366,21.252,19.965,16.44
20071122,39.892,12.475796921086708,28.582999999999934,60.253,42.562,14.036699279922843,18.086964866469636,13.669202951798303,18.739,17.168745482534533
20071123,39.199,14.417000000000062,29.417000000000275,57.679,41.836,15.643000000000173,19.84600000000004,15.5670000000001,18.48,19.92400000000021
20071126,14.083445253246174,13.011340349372993,29.417000000000275,55.57,40.813,13.548272820609487,17.67840048717887,13.820031653663492,19.635,17.169817053193068
20071127,38.831,19.005,29.0330000000002,52.624,40.087,17.219,43.899,23.96,20.34,16.382
20071128,36.473,18.675,28.998000000000257,47.126,36.414,16.572,41.611,23.747,17.942,15.683
20071129,31.945,18.906,28.994999999999923,44.689,33.247,16.572,41.446,23.186,18.706,15.65
20071130,32.643,18.906,28.679000000000435,44.879,35.384,16.409,42.793,22.516,18.548,15.582
20071203,13.858384745874925,13.235835083961836,28.83800000000003,45.16,35.422,13.28291149006859,18.177896618591753,13.111315984220159,20.076,17.180088796602337
20071204,34.983,19.679,28.837000000000298,48.09,36.384,16.087,40.313,13.101117964803914,21.097,15.483
20071205,34.308,17.929,28.843000000000288,47.773,34.311,16.714,40.714,23.988,22.576,15.302
20071206,32.988,18.663,28.178000000000164,45.348,31.865,16.749,44.08,24.175,22.675,15.216
20071207,28.465,18.606,27.926000000000116,42.258,28.172,16.455,43.638,23.524,20.883,15.615
20071210,23.5,13.149866448044941,27.342999999999826,42.408,27.175,14.14892433033137,18.437856290736402,14.067980208199224,17.401,17.773814349672115
20071211,24.899,20.111,28.834999999999816,41.907,27.302,18.311,47.778,23.728,16.8,14.837
20071212,27.96,20.665,28.83499999999982,39.029,28.757,18.295,48.213,23.899,16.333,14.757
20071213,25.965,21.67,28.75000000000044,40.082,26.493,18.295,47.543,24.234,16.096,14.757
20071214,28.856,23.56,26.91000000000029,42.953,28.752,18.512,50.357,25.209,19.046,14.705
20071217,14.595188167321727,13.49874638719225,26.715000000000014,48.929,20.640461001730042,12.919945827283849,18.3138376493349,13.317064381183222,18.579,17.258034978157074
20071218,31.318,24.092,27.415999999999993,44.415,33.544,17.366,51.099,26.02,17.739,16.407
20071219,31.427,13.343912253802596,25.88800000000016,45.293,32.455,12.48868341272585,19.189592061190588,13.90283515991555,17.48,17.26152447741077
20071220,30.587,13.593791891539388,25.91700000000035,44.755,31.516,13.200858121609224,19.80696048734292,13.974865052820604,16.475,17.684047714791834
20071221,30.658,14.58299999999982,25.917000000000353,45.156,31.252,14.616000000000376,21.965000000000234,14.997000000000302,17.447,19.22500000000006
20071224,16.195402591240203,13.384039827233371,25.420000000000435,27.910390869143953,18.337547386483717,13.079254509850982,20.366947302685034,14.015629730357745,9.42211150834868,17.306323420006013
